Breed;Color;"Age in 
Weeks";Livability;HH % Production;Min HD % Production;HD % Production;Max HD % Production;"EHH week
";EHH cum;% Hatching Eggs;HE week;HE cum;total % Hatch;saleable % Hatch;Saleable Chicks week;Saleable Chicks Cum;Egg weight week;;;;;;;
LB Classic;Brown;20;100,0%;4,5;4,4;4,5;4,6;0,3;0,3;;;;;;;;41,2;;;;;;;
LB Classic;Brown;21;99,9%;24,4;23,7;24,4;25,1;1,7;2,0;;;;;;;;44,7;;;;;;;
LB Classic;Brown;22;99,9%;45,1;43,8;45,2;46,5;3,2;5,2;;;;;;;;47,7;;;;;;;
LB Classic;Brown;23;99,8%;63,8;62,0;63,9;65,8;4,5;9,6;50;2,2;2,2;69,7;34,0;0,76;0,8;50,1;;;;;;;
LB Classic;Brown;24;99,7%;79,0;76,8;79,2;81,6;5,5;15,2;71;3,9;6,2;78,1;38,1;1,50;2,3;52,1;;;;;;;
LB Classic;Brown;25;99,6%;86,7;84,4;87,0;89,6;6,1;21,2;83;5,0;11,2;82,0;40,0;2,02;4,3;53,8;;;;;;;
LB Classic;Brown;26;99,6%;90,7;88,4;91,1;93,8;6,3;27,6;90;5,7;16,9;84,9;41,4;2,37;6,6;55,3;;;;;;;
LB Classic;Brown;27;99,5%;92,3;90,0;92,8;95,6;6,5;34,1;93;6,0;23,0;86,5;42,2;2,54;9,2;56,4;;;;;;;
LB Classic;Brown;28;99,4%;93,0;90,8;93,6;96,4;6,5;40,6;95;6,2;29,1;87,4;42,6;2,62;11,8;57,1;;;;;;;
LB Classic;Brown;29;99,3%;93,3;91,1;93,9;96,7;6,5;47,1;95;6,2;35,3;87,8;42,8;2,66;14,5;57,6;;;;;;;
LB Classic;Brown;30;99,2%;93,3;91,2;94,0;96,8;6,5;53,6;96;6,2;41,6;88,2;43,0;2,68;17,1;58,1;;;;;;;
LB Classic;Brown;31;99,1%;93,2;91,2;94,0;96,8;6,5;60,1;96;6,3;47,8;88,4;43,1;2,69;19,8;58,5;;;;;;;
LB Classic;Brown;32;99,1%;93,1;91,2;94,0;96,8;6,5;66,7;96;6,3;54,1;88,6;43,2;2,70;22,5;58,8;;;;;;;
LB Classic;Brown;33;99,0%;93,1;91,2;94,0;96,9;6,5;73,2;96;6,3;60,3;88,7;43,3;2,71;25,2;59,1;;;;;;;
LB Classic;Brown;34;98,9%;93,0;91,2;94,0;96,8;6,5;79,7;96;6,2;66,6;88,8;43,3;2,71;28,0;59,3;;;;;;;
LB Classic;Brown;35;98,8%;92,9;91,2;94,0;96,8;6,5;86,2;96;6,2;72,8;88,9;43,3;2,71;30,7;59,5;;;;;;;
LB Classic;Brown;36;98,7%;92,7;91,1;94,0;96,8;6,5;92,7;96;6,2;79,1;88,9;43,4;2,70;33,4;59,7;;;;;;;
LB Classic;Brown;37;98,6%;92,5;91,1;93,9;96,7;6,5;99,2;96;6,2;85,3;88,9;43,3;2,69;36,1;59,9;;;;;;;
LB Classic;Brown;38;98,5%;92,4;91,0;93,8;96,6;6,5;105,6;96;6,2;91,5;88,8;43,3;2,69;38,7;60,0;;;;;;;
LB Classic;Brown;39;98,3%;92,2;90,9;93,7;96,5;6,5;112,1;96;6,2;97,7;88,7;43,3;2,68;41,4;60,1;;;;;;;
LB Classic;Brown;40;98,2%;92,0;90,8;93,6;96,4;6,4;118,5;96;6,2;103,8;88,6;43,2;2,67;44,1;60,2;;;;;;;
LB Classic;Brown;41;98,1%;91,8;90,7;93,5;96,3;6,4;124,9;96;6,2;110,0;88,5;43,2;2,65;46,7;60,3;;;;;;;
LB Classic;Brown;42;98,0%;91,5;90,6;93,4;96,2;6,4;131,3;96;6,1;116,1;88,4;43,1;2,64;49,4;60,4;;;;;;;
LB Classic;Brown;43;97,9%;91,3;90,5;93,3;96,0;6,4;137,7;96;6,1;122,2;88,3;43,1;2,63;52,0;60,5;;;;;;;
LB Classic;Brown;44;97,7%;91,0;90,3;93,1;95,9;6,4;144,1;95;6,1;128,3;88,2;43,0;2,62;54,6;60,5;;;;;;;
LB Classic;Brown;45;97,6%;90,8;90,2;93,0;95,8;6,4;150,5;95;6,1;134,4;88,0;42,9;2,60;57,2;60,5;;;;;;;
LB Classic;Brown;46;97,5%;90,5;90,0;92,8;95,6;6,3;156,8;95;6,0;140,4;87,7;42,8;2,58;59,8;60,6;;;;;;;
LB Classic;Brown;47;97,3%;90,2;89,9;92,6;95,4;6,3;163,1;95;6,0;146,4;87,4;42,6;2,56;62,4;60,6;;;;;;;
LB Classic;Brown;48;97,2%;89,9;89,7;92,5;95,2;6,3;169,4;95;6,0;152,4;87,0;42,4;2,54;64,9;60,6;;;;;;;
LB Classic;Brown;49;97,1%;89,5;89,5;92,3;95,0;6,3;175,7;95;5,9;158,3;86,6;42,2;2,51;67,4;60,6;;;;;;;
LB Classic;Brown;50;96,9%;89,2;89,3;92,0;94,8;6,2;181,9;95;5,9;164,2;86,1;42,0;2,48;69,9;60,6;;;;;;;
LB Classic;Brown;51;96,8%;88,8;89,1;91,8;94,6;6,2;188,1;95;5,9;170,1;85,6;41,7;2,46;72,3;60,7;;;;;;;
LB Classic;Brown;52;96,6%;88,5;88,9;91,6;94,4;6,2;194,3;95;5,9;176,0;85,1;41,5;2,43;74,8;60,7;;;;;;;
LB Classic;Brown;53;96,4%;88,1;88,6;91,4;94,1;6,2;200,5;94;5,8;181,8;84,5;41,2;2,40;77,2;60,7;;;;;;;
LB Classic;Brown;54;96,3%;87,7;88,4;91,1;93,8;6,1;206,6;94;5,8;187,6;84,0;40,9;2,37;79,5;60,7;;;;;;;
LB Classic;Brown;55;96,1%;87,3;88,1;90,8;93,5;6,1;212,7;94;5,8;193,4;83,4;40,7;2,34;81,9;60,8;;;;;;;
LB Classic;Brown;56;95,9%;86,8;87,8;90,5;93,2;6,1;218,8;94;5,7;199,1;82,9;40,4;2,31;84,2;60,8;;;;;;;
LB Classic;Brown;57;95,7%;86,4;87,5;90,2;92,9;6,0;224,8;94;5,7;204,8;82,4;40,1;2,28;86,5;60,8;;;;;;;
LB Classic;Brown;58;95,5%;85,9;87,2;89,9;92,6;6,0;230,9;94;5,6;210,4;81,8;39,9;2,25;88,7;60,8;;;;;;;
LB Classic;Brown;59;95,3%;85,4;86,9;89,6;92,2;6,0;236,8;94;5,6;216,0;81,2;39,6;2,22;90,9;60,8;;;;;;;
LB Classic;Brown;60;95,1%;84,8;86,5;89,1;91,8;5,9;242,8;94;5,6;221,6;80,6;39,3;2,18;93,1;60,9;;;;;;;
LB Classic;Brown;61;94,9%;84,2;86,0;88,7;91,4;5,9;248,7;93;5,5;227,1;80,0;39,0;2,15;95,3;60,9;;;;;;;
LB Classic;Brown;62;94,7%;83,6;85,6;88,3;90,9;5,8;254,5;93;5,5;232,5;79,4;38,7;2,11;97,4;60,9;;;;;;;
LB Classic;Brown;63;94,4%;82,9;85,2;87,8;90,4;5,8;260,3;93;5,4;237,9;78,8;38,4;2,08;99,5;60,9;;;;;;;
LB Classic;Brown;64;94,2%;82,3;84,7;87,3;89,9;5,8;266,1;93;5,3;243,3;78,2;38,1;2,04;101,5;61,0;;;;;;;
LB Classic;Brown;65;94,0%;81,6;84,2;86,8;89,4;5,7;271,8;93;5,3;248,6;77,7;37,9;2,00;103,5;61,0;;;;;;;
LB Classic;Brown;66;93,7%;80,8;83,6;86,2;88,8;5,7;277,4;92;5,2;253,8;77,1;37,6;1,96;105,5;61,0;;;;;;;
LB Classic;Brown;67;93,5%;80,1;83,1;85,7;88,2;5,6;283,0;92;5,2;258,9;76,5;37,3;1,92;107,4;61,0;;;;;;;
LB Classic;Brown;68;93,2%;79,3;82,6;85,1;87,7;5,6;288,6;92;5,1;264,0;75,9;37,0;1,88;109,3;61,1;;;;;;;
LB Classic;Brown;69;92,9%;78,5;82,0;84,5;87,1;5,5;294,1;91;5,0;269,0;75,3;36,7;1,84;111,1;61,1;;;;;;;
LB Classic;Brown;70;92,6%;77,7;81,4;83,9;86,5;5,4;299,5;91;5,0;274,0;74,7;36,4;1,80;112,9;61,1;;;;;;;
LB Classic;Brown;71;92,3%;77,0;80,9;83,4;85,9;5,4;304,9;91;4,9;278,9;74,0;36,1;1,76;114,7;61,1;;;;;;;
LB Classic;Brown;72;92,0%;76,2;80,3;82,8;85,3;5,3;310,3;90;4,8;283,7;73,4;35,8;1,73;116,4;61,1;;;;;;;
LB Classic;Brown;73;91,7%;75,4;79,8;82,2;84,7;5,3;315,5;90;4,8;288,5;72,9;35,5;1,69;118,1;61,1;;;;;;;
LB Classic;Brown;74;91,4%;74,6;79,2;81,6;84,1;5,2;320,8;90;4,7;293,2;72,2;35,2;1,65;119,8;61,2;;;;;;;
LB Classic;Brown;75;91,0%;73,8;78,7;81,1;83,6;5,2;325,9;89;4,6;297,8;71,7;34,9;1,62;121,4;61,2;;;;;;;
LB Extra;Brown;20;100,0%;4,5;4,3;4,5;4,6;0,3;0,3;;;;;;;;41,2;;;;;;;
LB Extra;Brown;21;99,9%;24,3;23,5;24,3;25,0;1,7;2,0;;;;;;;;44,8;;;;;;;
LB Extra;Brown;22;99,9%;44,9;43,6;44,9;46,3;3,1;5,2;;;;;;;;47,8;;;;;;;
LB Extra;Brown;23;99,8%;63,4;61,6;63,5;65,4;4,4;9,6;50;2,2;2,2;69,3;33,8;0,75;0,8;50,2;;;;;;;
LB Extra;Brown;24;99,7%;78,5;76,4;78,7;81,1;5,5;15,1;71;3,9;6,1;77,7;37,9;1,48;2,2;52,2;;;;;;;
LB Extra;Brown;25;99,6%;86,2;83,9;86,5;89,1;6,0;21,1;83;5,0;11,2;81,6;39,8;1,99;4,2;53,9;;;;;;;
LB Extra;Brown;26;99,6%;90,2;87,9;90,6;93,3;6,3;27,4;90;5,7;16,8;84,4;41,1;2,34;6,6;55,4;;;;;;;
LB Extra;Brown;27;99,5%;91,8;89,5;92,3;95,0;6,4;33,9;93;6,0;22,8;86,0;41,9;2,51;9,1;56,5;;;;;;;
LB Extra;Brown;28;99,4%;92,5;90,2;93,0;95,8;6,5;40,3;95;6,1;28,9;86,8;42,3;2,59;11,7;57,2;;;;;;;
LB Extra;Brown;29;99,3%;92,7;90,6;93,4;96,2;6,5;46,8;95;6,2;35,1;87,3;42,6;2,63;14,3;57,7;;;;;;;
LB Extra;Brown;30;99,2%;92,7;90,6;93,4;96,2;6,5;53,3;96;6,2;41,3;87,6;42,7;2,65;16,9;58,2;;;;;;;
LB Extra;Brown;31;99,1%;92,7;90,7;93,5;96,3;6,5;59,8;96;6,2;47,5;87,9;42,8;2,66;19,6;58,6;;;;;;;
LB Extra;Brown;32;99,1%;92,6;90,7;93,5;96,3;6,5;66,3;96;6,2;53,8;88,1;42,9;2,67;22,3;58,9;;;;;;;
LB Extra;Brown;33;99,0%;92,5;90,7;93,5;96,3;6,5;72,8;96;6,2;60,0;88,2;43,0;2,67;25,0;59,1;;;;;;;
LB Extra;Brown;34;98,9%;92,4;90,7;93,5;96,3;6,5;79,2;96;6,2;66,2;88,3;43,1;2,68;27,6;59,4;;;;;;;
LB Extra;Brown;35;98,8%;92,3;90,7;93,5;96,3;6,5;85,7;96;6,2;72,4;88,4;43,1;2,67;30,3;59,6;;;;;;;
LB Extra;Brown;36;98,7%;92,2;90,6;93,4;96,2;6,5;92,1;96;6,2;78,6;88,4;43,1;2,67;33,0;59,8;;;;;;;
LB Extra;Brown;37;98,6%;92,0;90,5;93,3;96,1;6,4;98,6;96;6,2;84,8;88,4;43,1;2,66;35,6;60,0;;;;;;;
LB Extra;Brown;38;98,5%;91,8;90,5;93,3;96,1;6,4;105,0;96;6,2;90,9;88,3;43,1;2,65;38,3;60,1;;;;;;;
LB Extra;Brown;39;98,3%;91,6;90,4;93,2;96,0;6,4;111,4;96;6,2;97,1;88,2;43,0;2,65;40,9;60,2;;;;;;;
LB Extra;Brown;40;98,2%;91,4;90,3;93,1;95,9;6,4;117,8;96;6,1;103,2;88,1;43,0;2,63;43,6;60,3;;;;;;;
LB Extra;Brown;41;98,1%;91,2;90,2;93,0;95,8;6,4;124,2;96;6,1;109,3;88,0;42,9;2,62;46,2;60,4;;;;;;;
LB Extra;Brown;42;98,0%;91,0;90,0;92,8;95,6;6,4;130,6;96;6,1;115,4;87,9;42,9;2,61;48,8;60,5;;;;;;;
LB Extra;Brown;43;97,9%;90,7;89,9;92,7;95,5;6,4;136,9;96;6,1;121,5;87,8;42,8;2,60;51,4;60,6;;;;;;;
LB Extra;Brown;44;97,7%;90,5;89,8;92,6;95,4;6,3;143,3;95;6,0;127,6;87,7;42,7;2,58;54,0;60,6;;;;;;;
LB Extra;Brown;45;97,6%;90,2;89,7;92,4;95,2;6,3;149,6;95;6,0;133,6;87,5;42,6;2,57;56,6;60,6;;;;;;;
LB Extra;Brown;46;97,5%;90,0;89,5;92,3;95,1;6,3;155,9;95;6,0;139,6;87,2;42,5;2,55;59,1;60,7;;;;;;;
LB Extra;Brown;47;97,3%;89,7;89,3;92,1;94,9;6,3;162,1;95;6,0;145,5;86,9;42,3;2,53;61,6;60,7;;;;;;;
LB Extra;Brown;48;97,2%;89,3;89,2;91,9;94,7;6,3;168,4;95;5,9;151,5;86,5;42,2;2,51;64,1;60,7;;;;;;;
LB Extra;Brown;49;97,1%;89,0;89,0;91,7;94,5;6,2;174,6;95;5,9;157,4;86,1;42,0;2,48;66,6;60,7;;;;;;;
LB Extra;Brown;50;96,9%;88,7;88,8;91,5;94,2;6,2;180,8;95;5,9;163,3;85,6;41,7;2,45;69,1;60,7;;;;;;;
LB Extra;Brown;51;96,8%;88,3;88,6;91,3;94,0;6,2;187,0;95;5,8;169,1;85,1;41,5;2,43;71,5;60,8;;;;;;;
LB Extra;Brown;52;96,6%;88,0;88,3;91,1;93,8;6,2;193,2;94;5,8;174,9;84,6;41,2;2,40;73,9;60,8;;;;;;;
LB Extra;Brown;53;96,4%;87,6;88,1;90,8;93,6;6,1;199,3;94;5,8;180,7;84,0;41,0;2,37;76,3;60,8;;;;;;;
LB Extra;Brown;54;96,3%;87,2;87,9;90,6;93,3;6,1;205,4;94;5,7;186,5;83,5;40,7;2,34;78,6;60,8;;;;;;;
LB Extra;Brown;55;96,1%;86,8;87,6;90,3;93,0;6,1;211,5;94;5,7;192,2;82,9;40,4;2,31;80,9;60,9;;;;;;;
LB Extra;Brown;56;95,9%;86,3;87,3;90,0;92,7;6,0;217,5;94;5,7;197,9;82,4;40,2;2,28;83,2;60,9;;;;;;;
LB Extra;Brown;57;95,7%;85,9;87,0;89,7;92,4;6,0;223,5;94;5,6;203,5;81,9;39,9;2,25;85,5;60,9;;;;;;;
LB Extra;Brown;58;95,5%;85,4;86,7;89,4;92,1;6,0;229,5;94;5,6;209,1;81,3;39,6;2,22;87,7;60,9;;;;;;;
LB Extra;Brown;59;95,3%;84,9;86,4;89,0;91,7;5,9;235,5;94;5,6;214,7;80,8;39,4;2,19;89,9;60,9;;;;;;;
LB Extra;Brown;60;95,1%;84,3;86,0;88,6;91,3;5,9;241,4;93;5,5;220,2;80,2;39,1;2,15;92,0;61,0;;;;;;;
LB Extra;Brown;61;94,9%;83,7;85,5;88,2;90,8;5,9;247,2;93;5,5;225,6;79,6;38,8;2,12;94,1;61,0;;;;;;;
LB Extra;Brown;62;94,7%;83,1;85,1;87,7;90,4;5,8;253,0;93;5,4;231,1;78,9;38,5;2,08;96,2;61,0;;;;;;;
LB Extra;Brown;63;94,4%;82,4;84,7;87,3;89,9;5,8;258,8;93;5,4;236,4;78,4;38,2;2,05;98,3;61,0;;;;;;;
LB Extra;Brown;64;94,2%;81,8;84,2;86,8;89,4;5,7;264,5;93;5,3;241,7;77,8;37,9;2,01;100,3;61,1;;;;;;;
LB Extra;Brown;65;94,0%;81,1;83,7;86,3;88,9;5,7;270,2;92;5,2;247,0;77,2;37,6;1,97;102,3;61,1;;;;;;;
LB Extra;Brown;66;93,7%;80,3;83,2;85,7;88,3;5,6;275,8;92;5,2;252,1;76,7;37,4;1,94;104,2;61,1;;;;;;;
LB Extra;Brown;67;93,5%;79,6;82,6;85,2;87,7;5,6;281,4;92;5,1;257,2;76,1;37,1;1,90;106,1;61,1;;;;;;;
LB Extra;Brown;68;93,2%;78,9;82,1;84,6;87,2;5,5;286,9;91;5,0;262,3;75,5;36,8;1,86;107,9;61,2;;;;;;;
LB Extra;Brown;69;92,9%;78,1;81,5;84,0;86,6;5,5;292,4;91;5,0;267,3;74,9;36,5;1,82;109,8;61,2;;;;;;;
LB Extra;Brown;70;92,6%;77,3;80,9;83,4;86,0;5,4;297,8;91;4,9;272,2;74,3;36,2;1,78;111,5;61,2;;;;;;;
LB Extra;Brown;71;92,3%;76,5;80,4;82,9;85,4;5,4;303,1;91;4,9;277,0;73,6;35,9;1,74;113,3;61,2;;;;;;;
LB Extra;Brown;72;92,0%;75,7;79,8;82,3;84,8;5,3;308,5;90;4,8;281,8;73,0;35,6;1,70;115,0;61,2;;;;;;;
LB Extra;Brown;73;91,7%;75,0;79,3;81,8;84,2;5,2;313,7;90;4,7;286,6;72,4;35,3;1,67;116,7;61,2;;;;;;;
LB Extra;Brown;74;91,4%;74,2;78,7;81,2;83,6;5,2;318,9;90;4,7;291,2;71,8;35,0;1,63;118,3;61,3;;;;;;;
LB Extra;Brown;75;91,0%;73,4;78,2;80,7;83,1;5,1;324,0;89;4,6;295,8;71,3;34,7;1,59;119,9;61,3;;;;;;;
LB Lite;Brown;20;100,0%;4,5;4,4;4,5;4,7;0,3;0,3;;;;;;;;41,0;;;;;;;
LB Lite;Brown;21;99,9%;24,5;23,8;24,5;25,2;1,7;2,0;;;;;;;;44,5;;;;;;;
LB Lite;Brown;22;99,9%;45,3;44,0;45,3;46,7;3,2;5,2;;;;;;;;47,5;;;;;;;
LB Lite;Brown;23;99,8%;64,0;62,2;64,1;66,1;4,5;9,7;50;2,2;2,2;70,1;34,2;0,77;0,8;49,9;;;;;;;
LB Lite;Brown;24;99,7%;79,2;77,1;79,5;81,9;5,5;15,2;71;4,0;6,2;78,6;38,3;1,52;2,3;51,9;;;;;;;
LB Lite;Brown;25;99,6%;87,0;84,7;87,3;89,9;6,1;21,3;83;5,1;11,3;82,5;40,2;2,03;4,3;53,6;;;;;;;
LB Lite;Brown;26;99,6%;91,0;88,7;91,4;94,1;6,4;27,7;90;5,7;17,0;85,3;41,6;2,39;6,7;55,1;;;;;;;
LB Lite;Brown;27;99,5%;92,6;90,3;93,1;95,9;6,5;34,2;93;6,0;23,0;87,0;42,4;2,56;9,3;56,2;;;;;;;
LB Lite;Brown;28;99,4%;93,3;91,1;93,9;96,7;6,5;40,7;95;6,2;29,2;87,8;42,8;2,64;11,9;56,9;;;;;;;
LB Lite;Brown;29;99,3%;93,6;91,4;94,2;97,0;6,6;47,3;95;6,2;35,4;88,3;43,1;2,69;14,6;57,5;;;;;;;
LB Lite;Brown;30;99,2%;93,6;91,5;94,3;97,1;6,6;53,8;96;6,3;41,7;88,7;43,2;2,71;17,3;57,9;;;;;;;
LB Lite;Brown;31;99,1%;93,5;91,5;94,3;97,2;6,5;60,4;96;6,3;48,0;88,9;43,3;2,72;20,0;58,3;;;;;;;
LB Lite;Brown;32;99,1%;93,4;91,5;94,3;97,2;6,5;66,9;96;6,3;54,3;89,1;43,4;2,73;22,7;58,6;;;;;;;
LB Lite;Brown;33;99,0%;93,4;91,5;94,4;97,2;6,5;73,4;96;6,3;60,5;89,2;43,5;2,73;25,5;58,9;;;;;;;
LB Lite;Brown;34;98,9%;93,3;91,5;94,3;97,2;6,5;80,0;96;6,3;66,8;89,3;43,6;2,73;28,2;59,1;;;;;;;
LB Lite;Brown;35;98,8%;93,2;91,5;94,3;97,2;6,5;86,5;96;6,3;73,1;89,4;43,6;2,73;30,9;59,3;;;;;;;
LB Lite;Brown;36;98,7%;93,0;91,4;94,3;97,1;6,5;93,0;96;6,3;79,3;89,4;43,6;2,73;33,7;59,5;;;;;;;
LB Lite;Brown;37;98,6%;92,9;91,4;94,2;97,0;6,5;99,5;96;6,2;85,6;89,4;43,6;2,72;36,4;59,7;;;;;;;
LB Lite;Brown;38;98,5%;92,7;91,3;94,1;97,0;6,5;106,0;96;6,2;91,8;89,3;43,5;2,71;39,1;59,8;;;;;;;
LB Lite;Brown;39;98,3%;92,5;91,2;94,0;96,8;6,5;112,4;96;6,2;98,0;89,3;43,5;2,70;41,8;59,9;;;;;;;
LB Lite;Brown;40;98,2%;92,3;91,1;93,9;96,7;6,5;118,9;96;6,2;104,2;89,1;43,5;2,69;44,5;60,0;;;;;;;
LB Lite;Brown;41;98,1%;92,1;91,0;93,8;96,6;6,4;125,4;96;6,2;110,4;89,0;43,4;2,68;47,2;60,1;;;;;;;
LB Lite;Brown;42;98,0%;91,8;90,9;93,7;96,5;6,4;131,8;96;6,1;116,5;88,9;43,4;2,67;49,8;60,2;;;;;;;
LB Lite;Brown;43;97,9%;91,6;90,8;93,6;96,4;6,4;138,2;96;6,1;122,6;88,8;43,3;2,65;52,5;60,3;;;;;;;
LB Lite;Brown;44;97,7%;91,3;90,6;93,4;96,2;6,4;144,6;95;6,1;128,7;88,7;43,2;2,64;55,1;60,3;;;;;;;
LB Lite;Brown;45;97,6%;91,1;90,5;93,3;96,1;6,4;151,0;95;6,1;134,8;88,5;43,1;2,62;57,7;60,3;;;;;;;
LB Lite;Brown;46;97,5%;90,8;90,3;93,1;95,9;6,4;157,3;95;6,1;140,9;88,2;43,0;2,60;60,3;60,4;;;;;;;
LB Lite;Brown;47;97,3%;90,5;90,2;93,0;95,7;6,3;163,6;95;6,0;146,9;87,9;42,8;2,58;62,9;60,4;;;;;;;
LB Lite;Brown;48;97,2%;90,2;90,0;92,8;95,5;6,3;170,0;95;6,0;152,9;87,5;42,7;2,56;65,5;60,4;;;;;;;
LB Lite;Brown;49;97,1%;89,8;89,8;92,6;95,3;6,3;176,2;95;6,0;158,9;87,1;42,4;2,53;68,0;60,4;;;;;;;
LB Lite;Brown;50;96,9%;89,5;89,6;92,3;95,1;6,3;182,5;95;5,9;164,8;86,6;42,2;2,50;70,5;60,4;;;;;;;
LB Lite;Brown;51;96,8%;89,1;89,4;92,1;94,9;6,2;188,8;95;5,9;170,7;86,1;42,0;2,48;73,0;60,5;;;;;;;
LB Lite;Brown;52;96,6%;88,8;89,2;91,9;94,7;6,2;195,0;94;5,9;176,6;85,6;41,7;2,45;75,4;60,5;;;;;;;
LB Lite;Brown;53;96,4%;88,4;88,9;91,7;94,4;6,2;201,2;94;5,8;182,4;85,0;41,4;2,42;77,9;60,5;;;;;;;
LB Lite;Brown;54;96,3%;88,0;88,7;91,4;94,2;6,2;207,3;94;5,8;188,2;84,4;41,2;2,39;80,3;60,5;;;;;;;
LB Lite;Brown;55;96,1%;87,6;88,4;91,1;93,9;6,1;213,4;94;5,8;194,0;83,9;40,9;2,36;82,6;60,6;;;;;;;
LB Lite;Brown;56;95,9%;87,1;88,1;90,8;93,6;6,1;219,5;94;5,7;199,7;83,4;40,6;2,33;84,9;60,6;;;;;;;
LB Lite;Brown;57;95,7%;86,6;87,8;90,5;93,2;6,1;225,6;94;5,7;205,4;82,8;40,4;2,30;87,2;60,6;;;;;;;
LB Lite;Brown;58;95,5%;86,2;87,5;90,2;92,9;6,0;231,6;94;5,7;211,0;82,2;40,1;2,27;89,5;60,6;;;;;;;
LB Lite;Brown;59;95,3%;85,7;87,2;89,9;92,6;6,0;237,6;94;5,6;216,6;81,7;39,8;2,24;91,7;60,6;;;;;;;
LB Lite;Brown;60;95,1%;85,1;86,8;89,4;92,1;6,0;243,6;93;5,6;222,2;81,1;39,5;2,20;93,9;60,7;;;;;;;
LB Lite;Brown;61;94,9%;84,5;86,3;89,0;91,7;5,9;249,5;93;5,5;227,7;80,5;39,2;2,16;96,1;60,7;;;;;;;
LB Lite;Brown;62;94,7%;83,8;85,9;88,6;91,2;5,9;255,4;93;5,5;233,2;79,8;38,9;2,13;98,2;60,7;;;;;;;
LB Lite;Brown;63;94,4%;83,2;85,5;88,1;90,7;5,8;261,2;93;5,4;238,6;79,3;38,6;2,09;100,3;60,7;;;;;;;
LB Lite;Brown;64;94,2%;82,5;85,0;87,6;90,2;5,8;267,0;93;5,4;243,9;78,7;38,4;2,05;102,4;60,8;;;;;;;
LB Lite;Brown;65;94,0%;81,8;84,5;87,1;89,7;5,7;272,7;92;5,3;249,2;78,1;38,1;2,01;104,4;60,8;;;;;;;
LB Lite;Brown;66;93,7%;81,1;83,9;86,5;89,1;5,7;278,4;92;5,2;254,5;77,6;37,8;1,98;106,4;60,8;;;;;;;
LB Lite;Brown;67;93,5%;80,3;83,4;86,0;88,5;5,6;284,0;92;5,2;259,6;77,0;37,5;1,94;108,3;60,8;;;;;;;
LB Lite;Brown;68;93,2%;79,6;82,9;85,4;88,0;5,6;289,6;91;5,1;264,7;76,3;37,2;1,90;110,2;60,9;;;;;;;
LB Lite;Brown;69;92,9%;78,8;82,3;84,8;87,4;5,5;295,1;91;5,0;269,7;75,8;36,9;1,86;112,1;60,9;;;;;;;
LB Lite;Brown;70;92,6%;78,0;81,7;84,2;86,7;5,5;300,5;91;5,0;274,7;75,1;36,6;1,82;113,9;60,9;;;;;;;
LB Lite;Brown;71;92,3%;77,2;81,1;83,6;86,2;5,4;306,0;91;4,9;279,6;74,5;36,3;1,78;115,6;60,9;;;;;;;
LB Lite;Brown;72;92,0%;76,4;80,6;83,1;85,6;5,4;311,3;90;4,8;284,4;73,9;36,0;1,74;117,4;60,9;;;;;;;
LB Lite;Brown;73;91,7%;75,7;80,0;82,5;85,0;5,3;316,6;90;4,8;289,2;73,3;35,7;1,70;119,1;60,9;;;;;;;
LB Lite;Brown;74;91,4%;74,8;79,5;81,9;84,4;5,2;321,8;90;4,7;293,9;72,6;35,4;1,66;120,7;61,0;;;;;;;
LB Lite;Brown;75;91,0%;74,1;79,0;81,4;83,8;5,2;327,0;89;4,6;298,5;72,1;35,1;1,63;122,4;61,0;;;;;;;
LB Tradition;Brown;20;100,0%;4,5;4,3;4,5;4,6;0,3;0,3;;;;;;;;41,3;;;;;;;
LB Tradition;Brown;21;99,9%;24,2;23,5;24,2;24,9;1,7;2,0;;;;;;;;44,8;;;;;;;
LB Tradition;Brown;22;99,9%;44,7;43,4;44,8;46,1;3,1;5,1;;;;;;;;47,8;;;;;;;
LB Tradition;Brown;23;99,8%;63,2;61,4;63,3;65,2;4,4;9,6;50;2,2;2,2;69,1;33,7;0,75;0,7;50,3;;;;;;;
LB Tradition;Brown;24;99,7%;78,3;76,1;78,5;80,8;5,5;15,0;71;3,9;6,1;77,5;37,8;1,48;2,2;52,3;;;;;;;
LB Tradition;Brown;25;99,6%;85,9;83,6;86,2;88,8;6,0;21,1;83;5,0;11,1;81,3;39,6;1,98;4,2;54,0;;;;;;;
LB Tradition;Brown;26;99,6%;89,9;87,6;90,3;93,0;6,3;27,3;90;5,7;16,8;84,1;41,0;2,32;6,5;55,5;;;;;;;
LB Tradition;Brown;27;99,5%;91,5;89,2;92,0;94,7;6,4;33,8;93;6,0;22,8;85,7;41,8;2,49;9,0;56,6;;;;;;;
LB Tradition;Brown;28;99,4%;92,2;90,0;92,7;95,5;6,5;40,2;95;6,1;28,9;86,6;42,2;2,57;11,6;57,3;;;;;;;
LB Tradition;Brown;29;99,3%;92,4;90,3;93,1;95,9;6,5;46,7;95;6,2;35,0;87,1;42,4;2,61;14,2;57,8;;;;;;;
LB Tradition;Brown;30;99,2%;92,4;90,4;93,2;95,9;6,5;53,1;96;6,2;41,2;87,4;42,6;2,64;16,8;58,3;;;;;;;
LB Tradition;Brown;31;99,1%;92,4;90,4;93,2;96,0;6,5;59,6;96;6,2;47,4;87,6;42,7;2,65;19,5;58,7;;;;;;;
